uid,genre,aired,episodes,score,start,end
658,"['Game', 'Psychological', 'Thriller', 'Seinen']","Oct 5, 2005 to Mar 29, 2006",26.0,7.97,"Oct 5, 2005","Mar 29, 2006"
2158,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']","Apr 7, 2007 to Sep 22, 2007",24.0,7.97,"Apr 7, 2007","Sep 22, 2007"
22,"['Action', 'Comedy', 'Sports', 'School', 'Shounen']","Oct 10, 2001 to Mar 23, 2005",178.0,7.97,"Oct 10, 2001","Mar 23, 2005"
9926,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Apr 9, 2011 to Jun 25, 2011",12.0,7.97,"Apr 9, 2011","Jun 25, 2011"
26123,"['Slice of Life', 'Comedy', 'School', 'Shounen']","May 16, 2014 to Sep 17, 2020",10.0,7.97,"May 16, 2014","Sep 17, 2020"
30745,['Music'],"Mar 14, 2015",1.0,7.97,"Mar 14, 2015",
13767,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Dec 20, 2012 to Dec 1, 2015",2.0,7.97,"Dec 20, 2012","Dec 1, 2015"
2762,"['Action', 'Adventure', 'Comedy', 'Romance', 'School', 'Shounen']","Oct 20, 1983 to Mar 29, 1984",24.0,7.97,"Oct 20, 1983","Mar 29, 1984"
33899,['Music'],"Jan 7, 2018 to May 19, 2018",17.0,7.97,"Jan 7, 2018","May 19, 2018"
967,"['Action', 'Drama', 'Martial Arts', 'Sci-Fi', 'Shounen']","Oct 4, 1984 to Mar 5, 1987",109.0,7.97,"Oct 4, 1984","Mar 5, 1987"
30415,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Sports']","Dec 5, 2015",1.0,7.97,"Dec 5, 2015",
11239,"['Slice of Life', 'Comedy', 'School', 'Seinen']","Oct 5, 2012 to Dec 21, 2012",12.0,7.97,"Oct 5, 2012","Dec 21, 2012"
22043,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']","Apr 5, 2014 to Mar 26, 2016",102.0,7.97,"Apr 5, 2014","Mar 26, 2016"
6505,"['Comedy', 'Romance']","Apr 20, 2003 to Dec 9, 2008",5.0,7.98,"Apr 20, 2003","Dec 9, 2008"
32093,"['Slice of Life', 'Comedy', 'School']","Apr 9, 2016 to Jun 25, 2016",12.0,7.98,"Apr 9, 2016","Jun 25, 2016"
6582,"['Comedy', 'Parody', 'Seinen', 'Super Power']","Oct 3, 2009 to Mar 27, 2010",26.0,7.98,"Oct 3, 2009","Mar 27, 2010"
114,"['Comedy', 'School', 'Shounen']","Oct 3, 2003 to Mar 26, 2004",26.0,7.98,"Oct 3, 2003","Mar 26, 2004"
85,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']","Mar 2, 1985 to Feb 22, 1986",50.0,7.98,"Mar 2, 1985","Feb 22, 1986"
25649,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Jul 9, 2015 to Sep 24, 2015",12.0,7.98,"Jul 9, 2015","Sep 24, 2015"
996,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']","Mar 9, 1996 to Feb 8, 1997",34.0,7.98,"Mar 9, 1996","Feb 8, 1997"
6586,"['Kids', 'School', 'Shoujo']","Oct 4, 2009 to Sep 26, 2010",50.0,7.99,"Oct 4, 2009","Sep 26, 2010"
3588,"['Action', 'Fantasy', 'Comedy', 'Supernatural', 'Shounen']","Apr 7, 2008 to Mar 30, 2009",51.0,7.99,"Apr 7, 2008","Mar 30, 2009"
12815,"['Slice of Life', 'Comedy', 'Josei']","Apr 5, 2012 to Mar 28, 2013",50.0,7.99,"Apr 5, 2012","Mar 28, 2013"
24,"['Comedy', 'Romance', 'School', 'Shounen']","Oct 5, 2004 to Mar 29, 2005",26.0,7.99,"Oct 5, 2004","Mar 29, 2005"
17549,"['Comedy', 'School', 'Seinen', 'Slice of Life']","Oct 8, 2013 to Dec 24, 2013",12.0,7.99,"Oct 8, 2013","Dec 24, 2013"
18429,"['Action', 'Comedy', 'Mystery', 'Shounen']","Dec 7, 2013",1.0,7.99,"Dec 7, 2013",
34451,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']","Oct 8, 2017 to Dec 24, 2017",12.0,7.99,"Oct 8, 2017","Dec 24, 2017"
13331,"['Action', 'Adventure', 'Seinen']","Oct 10, 2012 to Dec 26, 2012",12.0,7.99,"Oct 10, 2012","Dec 26, 2012"
9289,"['Slice of Life', 'Comedy', 'Drama']","Apr 3, 2011 to Sep 25, 2011",26.0,7.99,"Apr 3, 2011","Sep 25, 2011"
3371,"['Action', 'Military', 'Sci-Fi', 'Space']","Feb 9, 1998 to Sep 26, 1998",24.0,7.99,"Feb 9, 1998","Sep 26, 1998"
22961,"['Slice of Life', 'Romance']","Dec 8, 2014",1.0,7.99,"Dec 8, 2014",
1470,"['Action', 'Comedy', 'Mystery', 'Shounen']","Apr 6, 1987 to Mar 28, 1988",51.0,7.99,"Apr 6, 1987","Mar 28, 1988"
9513,"['Action', 'Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']","Jan 9, 2011 to Mar 25, 2012",60.0,7.99,"Jan 9, 2011","Mar 25, 2012"
28,"['Comedy', 'Shounen']","Oct 12, 2004 to Mar 14, 2006",69.0,8.0,"Oct 12, 2004","Mar 14, 2006"
38917,"['Comedy', 'Historical', 'Drama', 'Romance']","Nov 30, 2018 to Apr 19, 2019",16.0,8.0,"Nov 30, 2018","Apr 19, 2019"
793,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']","Aug 20, 2005",1.0,8.0,"Aug 20, 2005",
9941,"['Action', 'Mystery', 'Comedy', 'Super Power']","Apr 3, 2011 to Sep 18, 2011",25.0,8.0,"Apr 3, 2011","Sep 18, 2011"
11813,"['Action', 'Martial Arts', 'Comedy', 'School', 'Shounen']","Mar 14, 2012 to May 16, 2014",11.0,8.0,"Mar 14, 2012","May 16, 2014"
27775,"['Sci-Fi', 'Drama', 'Romance']","Apr 5, 2015 to Jun 28, 2015",13.0,8.0,"Apr 5, 2015","Jun 28, 2015"
40179,"['Action', 'Fantasy']","May 24, 2019",1.0,8.0,"May 24, 2019",
7222,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']","Feb 26, 2011",1.0,8.0,"Feb 26, 2011",
1088,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']","Oct 3, 1982 to Jun 26, 1983",36.0,8.0,"Oct 3, 1982","Jun 26, 1983"
35857,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']","Apr 4, 2018 to Sep 19, 2018",24.0,8.0,"Apr 4, 2018","Sep 19, 2018"
387,"['Slice of Life', 'Mystery', 'Psychological', 'Drama', 'Fantasy']","Oct 10, 2002 to Dec 19, 2002",13.0,8.0,"Oct 10, 2002","Dec 19, 2002"
1594,"['Mystery', 'Horror', 'Psychological', 'Supernatural']","Oct 7, 2006 to Apr 7, 2007",26.0,8.0,"Oct 7, 2006","Apr 7, 2007"
2924,"['Mystery', 'Drama', 'Romance']","Oct 7, 2007 to Dec 23, 2007",12.0,8.0,"Oct 7, 2007","Dec 23, 2007"
35320,"['Fantasy', 'Romance', 'Shoujo']","Sep 13, 2017",1.0,8.0,"Sep 13, 2017",
12113,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Seinen', 'Supernatural']","Jun 23, 2012",1.0,8.0,"Jun 23, 2012",
34375,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']","Apr 15, 2017",1.0,8.01,"Apr 15, 2017",
30279,"['Comedy', 'School', 'Shoujo Ai', 'Slice of Life']","Oct 6, 2015 to Dec 22, 2015",12.0,8.01,"Oct 6, 2015","Dec 22, 2015"
37786,"['Romance', 'School', 'Shoujo Ai']","Oct 5, 2018 to Dec 28, 2018",13.0,8.01,"Oct 5, 2018","Dec 28, 2018"
31098,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Shounen']","Apr 1, 2016 to Jun 24, 2016",13.0,8.01,"Apr 1, 2016","Jun 24, 2016"
2618,"['Adventure', 'Mystery', 'Historical', 'Drama']","Oct 8, 1978 to Apr 1, 1979",26.0,8.01,"Oct 8, 1978","Apr 1, 1979"
20815,"['Romance', 'Comedy', 'Shounen Ai']","Mar 15, 2014",1.0,8.01,"Mar 15, 2014",
957,"['Adventure', 'Fantasy', 'Comedy', 'Romance', 'Historical', 'Drama']","Apr 8, 2006 to Feb 24, 2007",39.0,8.01,"Apr 8, 2006","Feb 24, 2007"
2159,"['Comedy', 'Seinen', 'Sports']","Apr 13, 2007 to Sep 28, 2007",25.0,8.01,"Apr 13, 2007","Sep 28, 2007"
36215,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']","Aug 26, 2017",1.0,8.01,"Aug 26, 2017",
25161,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']","Aug 30, 2014",1.0,8.01,"Aug 30, 2014",
10721,"['Mystery', 'Comedy', 'Dementia', 'Psychological', 'Drama']","Jul 8, 2011 to Dec 23, 2011",24.0,8.01,"Jul 8, 2011","Dec 23, 2011"
36563,"['Action', 'Sci-Fi', 'Slice of Life', 'Sports', 'Drama']","Apr 6, 2018 to Jun 29, 2018",13.0,8.01,"Apr 6, 2018","Jun 29, 2018"
6774,"['Comedy', 'Psychological', 'Drama', 'Seinen']","Oct 15, 2009 to Dec 24, 2009",11.0,8.01,"Oct 15, 2009","Dec 24, 2009"
427,"['Comedy', 'Sports', 'Drama', 'Fantasy', 'Shoujo']","Apr 3, 2003 to Mar 27, 2004",51.0,8.01,"Apr 3, 2003","Mar 27, 2004"
2829,"['Adventure', 'Slice of Life', 'Historical', 'Drama']","Sep 1, 1996 to Mar 23, 1997",23.0,8.01,"Sep 1, 1996","Mar 23, 1997"
29093,['Drama'],"Apr 12, 2015",1.0,8.01,"Apr 12, 2015",
10643,"['Action', 'Comedy', 'Parody', 'Samurai']","Mar 25, 2010",1.0,8.01,"Mar 25, 2010",
31339,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Fantasy', 'Seinen']","Oct 7, 2016 to Dec 23, 2016",12.0,8.01,"Oct 7, 2016","Dec 23, 2016"
73,"['Action', 'Military', 'Mecha']","Jul 14, 2005 to Oct 20, 2005",13.0,8.01,"Jul 14, 2005","Oct 20, 2005"
6438,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']","Jun 17, 2009",1.0,8.01,"Jun 17, 2009",
23983,"['Drama', 'Historical', 'Kids', 'Shoujo']","Mar 20, 2004",1.0,8.01,"Mar 20, 2004",
29893,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']","Sep 26, 2015",3.0,8.01,"Sep 26, 2015",
35382,"['Music', 'Sports']","May 26, 2017",1.0,8.02,"May 26, 2017",
4106,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Shounen']","Apr 2, 2010",1.0,8.02,"Apr 2, 2010",
2752,"['Action', 'Comedy', 'Sports']","Jun 22, 2007 to Jan 25, 2008",6.0,8.02,"Jun 22, 2007","Jan 25, 2008"
995,"['Action', 'Comedy', 'Sports', 'Shounen']","Mar 24, 2006 to Mar 23, 2007",13.0,8.02,"Mar 24, 2006","Mar 23, 2007"
16395,"['Comedy', 'School', 'Shounen']","Feb 4, 2013",1.0,8.02,"Feb 4, 2013",
339,"['Dementia', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']","Jul 6, 1998 to Sep 28, 1998",13.0,8.02,"Jul 6, 1998","Sep 28, 1998"
15689,"['Comedy', 'Supernatural', 'Romance', 'Ecchi']","Dec 31, 2012",4.0,8.02,"Dec 31, 2012",
1089,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'Sci-Fi']","Jul 7, 1984",1.0,8.02,"Jul 7, 1984",
40211,"['Drama', 'Supernatural']","Sep 7, 2019",1.0,8.03,"Sep 7, 2019",
7711,['Fantasy'],"Jul 17, 2010",1.0,8.02,"Jul 17, 2010",
10080,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Supernatural']","Apr 12, 2011 to Jun 28, 2011",12.0,8.02,"Apr 12, 2011","Jun 28, 2011"
27989,"['Music', 'School', 'Drama']","Apr 8, 2015 to Jul 1, 2015",13.0,8.02,"Apr 8, 2015","Jul 1, 2015"
7338,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']","Jan 27, 2010 to Jul 21, 2010",4.0,8.02,"Jan 27, 2010","Jul 21, 2010"
15,"['Action', 'Sports', 'Comedy', 'Shounen']","Apr 6, 2005 to Mar 19, 2008",145.0,8.02,"Apr 6, 2005","Mar 19, 2008"
66,"['Slice of Life', 'Comedy', 'School']","Apr 9, 2002 to Oct 1, 2002",26.0,8.02,"Apr 9, 2002","Oct 1, 2002"
11113,"['Josei', 'Slice of Life']","Oct 28, 2011 to Jan 27, 2012",4.0,8.03,"Oct 28, 2011","Jan 27, 2012"
2154,"['Action', 'Adventure', 'Psychological', 'Supernatural']","Dec 23, 2006",1.0,8.03,"Dec 23, 2006",
28297,"['Comedy', 'Romance', 'Shoujo']","Apr 9, 2015 to Sep 24, 2015",24.0,8.03,"Apr 9, 2015","Sep 24, 2015"
30885,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']","Nov 17, 2015 to Mar 17, 2016",2.0,8.03,"Nov 17, 2015","Mar 17, 2016"
31251,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']","Oct 4, 2015 to Mar 27, 2016",25.0,8.03,"Oct 4, 2015","Mar 27, 2016"
33489,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'School']","Jan 9, 2017 to Jun 26, 2017",25.0,8.03,"Jan 9, 2017","Jun 26, 2017"
416,"['Action', 'Adventure', 'Comedy', 'Drama', 'Historical', 'Military', 'Romance']","Jul 18, 1992",1.0,8.03,"Jul 18, 1992",
5678,"['Comedy', 'Drama', 'Romance', 'Fantasy']","Oct 6, 2009 to Mar 23, 2010",24.0,8.03,"Oct 6, 2009","Mar 23, 2010"
9996,"['Historical', 'Samurai', 'Seinen']","Apr 7, 2011 to Jan 26, 2012",39.0,8.03,"Apr 7, 2011","Jan 26, 2012"
645,"['Game', 'Shounen']","Jan 3, 2004",1.0,8.03,"Jan 3, 2004",
21877,"['Game', 'Comedy', 'Romance', 'School', 'Seinen']","Jul 14, 2018 to Sep 28, 2018",12.0,8.03,"Jul 14, 2018","Sep 28, 2018"
122,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']","Apr 6, 2002 to Mar 29, 2003",52.0,8.03,"Apr 6, 2002","Mar 29, 2003"
35968,"['Comedy', 'Romance', 'Slice of Life']","Apr 13, 2018 to Jun 22, 2018",11.0,8.04,"Apr 13, 2018","Jun 22, 2018"
77,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']","Oct 2, 2005 to Dec 25, 2005",13.0,8.04,"Oct 2, 2005","Dec 25, 2005"
31741,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']","Apr 16, 2016 to Jul 2, 2016",13.0,8.04,"Apr 16, 2016","Jul 2, 2016"
11739,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life']","Apr 3, 2012 to Jun 26, 2012",13.0,8.04,"Apr 3, 2012","Jun 26, 2012"
934,"['Mystery', 'Dementia', 'Horror', 'Psychological', 'Supernatural', 'Thriller']","Apr 5, 2006 to Sep 27, 2006",26.0,8.04,"Apr 5, 2006","Sep 27, 2006"
18661,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']","Aug 20, 2013",2.0,8.04,"Aug 20, 2013",
21855,"['Mystery', 'Comedy', 'Supernatural']","Aug 16, 2014",5.0,8.04,"Aug 16, 2014",
268,"['Adventure', 'Comedy', 'Ecchi']","Oct 27, 1995 to Jun 28, 1996",6.0,8.04,"Oct 27, 1995","Jun 28, 1996"
401,"['Romance', 'Samurai', 'Historical', 'Drama', 'Shounen']","Dec 3, 2001",2.0,8.05,"Dec 3, 2001",
29803,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Supernatural']","Jul 7, 2015 to Sep 29, 2015",13.0,8.05,"Jul 7, 2015","Sep 29, 2015"
24997,"['Music', 'School', 'Slice of Life']","Jun 13, 2015",1.0,8.05,"Jun 13, 2015",
17265,"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']","Oct 5, 2013 to Mar 22, 2014",25.0,8.05,"Oct 5, 2013","Mar 22, 2014"
4814,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Oct 12, 2008 to Dec 28, 2008",12.0,8.05,"Oct 12, 2008","Dec 28, 2008"
39468,"['Slice of Life', 'Fantasy']","Oct 3, 2019 to Dec 26, 2019",14.0,8.06,"Oct 3, 2019","Dec 26, 2019"
26213,"['Comedy', 'School', 'Slice of Life']","Mar 18, 2015",1.0,8.05,"Mar 18, 2015",
37435,"['Drama', 'Music', 'Sci-Fi']","Apr 11, 2019 to Oct 3, 2019",24.0,8.05,"Apr 11, 2019","Oct 3, 2019"
14075,"['Action', 'Mystery', 'Psychological', 'Drama', 'Magic', 'Fantasy', 'Shounen']","Oct 5, 2012 to Mar 29, 2013",24.0,8.06,"Oct 5, 2012","Mar 29, 2013"
21647,"['Comedy', 'Romance', 'Slice of Life']","Apr 26, 2014",1.0,8.06,"Apr 26, 2014",
9204,"['Action', 'Adventure', 'Fantasy', 'Kids']","Oct 16, 2010",1.0,8.06,"Oct 16, 2010",
5682,"['Action', 'Drama', 'Seinen', 'Thriller']","Apr 3, 2009 to Sep 25, 2009",26.0,8.06,"Apr 3, 2009","Sep 25, 2009"
10049,"['Action', 'Demons', 'Shounen', 'Supernatural']","Jul 3, 2011 to Dec 18, 2011",24.0,8.06,"Jul 3, 2011","Dec 18, 2011"
14807,"['Drama', 'Mystery', 'Seinen', 'Supernatural']","Sep 28, 2013",1.0,8.06,"Sep 28, 2013",
1530,"['Slice of Life', 'Supernatural', 'Drama', 'Romance']","Oct 6, 2006 to Mar 16, 2007",24.0,8.06,"Oct 6, 2006","Mar 16, 2007"
2951,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Mecha', 'Shounen']","Sep 24, 2005",1.0,8.06,"Sep 24, 2005",
3016,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']","Dec 18, 1993",1.0,8.06,"Dec 18, 1993",
227,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']","Apr 26, 2000 to Mar 16, 2001",6.0,8.06,"Apr 26, 2000","Mar 16, 2001"
34438,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Mecha', 'School']","Oct 21, 2017",1.0,8.06,"Oct 21, 2017",
4059,"['Drama', 'Romance', 'School', 'Slice of Life']","Jul 16, 2008",1.0,8.06,"Jul 16, 2008",
2563,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']","Sep 21, 2007",1.0,8.06,"Sep 21, 2007",
4772,"['Comedy', 'Shounen', 'Slice of Life']","Jun 25, 2008",1.0,8.06,"Jun 25, 2008",
32995,"['Comedy', 'Sports']","Oct 6, 2016 to Dec 22, 2016",12.0,8.07,"Oct 6, 2016","Dec 22, 2016"
1023,"['Sci-Fi', 'Adventure', 'Psychological', 'Supernatural', 'Drama']","Jan 23, 2004 to Feb 25, 2004",4.0,8.07,"Jan 23, 2004","Feb 25, 2004"
8063,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Mar 22, 2011 to Sep 27, 2011",2.0,8.07,"Mar 22, 2011","Sep 27, 2011"
33926,"['Action', 'Game']","Apr 7, 2017 to Jun 16, 2017",12.0,8.07,"Apr 7, 2017","Jun 16, 2017"
31490,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']","Jul 23, 2016",1.0,8.07,"Jul 23, 2016",
2448,"['Action', 'Sci-Fi', 'Mecha']","Jan 27, 2006",1.0,8.07,"Jan 27, 2006",
27831,"['Action', 'Mystery', 'Supernatural']","Jul 4, 2015 to Sep 26, 2015",12.0,8.07,"Jul 4, 2015","Sep 26, 2015"
36896,"['Action', 'Shounen', 'Super Power']","Aug 3, 2018",1.0,8.07,"Aug 3, 2018",
15039,"['Slice of Life', 'Supernatural', 'Drama']","Aug 31, 2013",1.0,8.07,"Aug 31, 2013",
1065,"['Sports', 'Romance', 'School', 'Drama', 'Slice of Life', 'Shounen']","Mar 24, 1985 to Mar 22, 1987",101.0,8.08,"Mar 24, 1985","Mar 22, 1987"
4053,"['Comedy', 'Sports', 'School', 'Shounen']","Apr 25, 2008 to Jan 23, 2009",7.0,8.08,"Apr 25, 2008","Jan 23, 2009"
20371,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Mar 15, 2014",1.0,8.08,"Mar 15, 2014",
846,"['Comedy', 'Romance', 'School', 'Shounen']","Apr 3, 2006 to Sep 25, 2006",26.0,8.08,"Apr 3, 2006","Sep 25, 2006"
8740,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']","Apr, 2010",1.0,8.08,"Apr, 2010",
39592,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha', 'Shounen']","Apr 29, 2019 to Aug 12, 2019",13.0,8.08,"Apr 29, 2019","Aug 12, 2019"
81,"['Military', 'Sci-Fi', 'Adventure', 'Drama', 'Romance', 'Mecha']","Jan 25, 1996 to Jul 25, 1999",12.0,8.08,"Jan 25, 1996","Jul 25, 1999"
5029,"['Action', 'Sports', 'Shounen']","Dec 13, 2008",1.0,8.08,"Dec 13, 2008",
16001,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']","Nov 19, 2012 to Dec 10, 2012",4.0,8.08,"Nov 19, 2012","Dec 10, 2012"
2076,"['Mystery', 'Shounen']","Apr 7, 1997 to Sep 11, 2000",148.0,8.08,"Apr 7, 1997","Sep 11, 2000"
9656,"['Slice of Life', 'Drama', 'Romance', 'School', 'Shoujo']","Jan 12, 2011 to Mar 30, 2011",12.0,8.08,"Jan 12, 2011","Mar 30, 2011"
36963,['Music'],"Feb 17, 2018 to Mar 7, 2019",8.0,8.08,"Feb 17, 2018","Mar 7, 2019"
23289,"['Comedy', 'Romance', 'School']","Jul 7, 2014 to Sep 22, 2014",12.0,8.08,"Jul 7, 2014","Sep 22, 2014"
23199,"['Action', 'Mystery', 'Supernatural']","Jan 10, 2015 to Mar 28, 2015",12.0,8.08,"Jan 10, 2015","Mar 28, 2015"
4789,"['Mystery', 'Supernatural', 'Drama', 'Romance']","Oct 7, 2008 to Dec 23, 2008",12.0,8.08,"Oct 7, 2008","Dec 23, 2008"
25879,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']","Jul 5, 2015 to Sep 27, 2015",13.0,8.09,"Jul 5, 2015","Sep 27, 2015"
1943,"['Dementia', 'Fantasy', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi', 'Thriller']","Nov 25, 2006",1.0,8.09,"Nov 25, 2006",
37675,"['Action', 'Magic', 'Fantasy', 'Game', 'Supernatural']","Jul 10, 2018 to Oct 2, 2018",13.0,8.09,"Jul 10, 2018","Oct 2, 2018"
7720,"['Comedy', 'Seinen', 'Sports']","Apr 2, 2010 to Jun 25, 2010",13.0,8.09,"Apr 2, 2010","Jun 25, 2010"
1453,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Seinen']","Mar 26, 1986 to Mar 2, 1988",96.0,8.09,"Mar 26, 1986","Mar 2, 1988"
28725,"['Drama', 'Romance', 'School']","Sep 19, 2015",1.0,8.09,"Sep 19, 2015",
6045,"['Slice of Life', 'Drama', 'Romance', 'School', 'Shoujo']","Oct 7, 2009 to Mar 31, 2010",25.0,8.09,"Oct 7, 2009","Mar 31, 2010"
2004,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Seinen']","Oct 2, 2002 to Mar 26, 2003",25.0,8.09,"Oct 2, 2002","Mar 26, 2003"
6421,"['Military', 'Adventure', 'Drama', 'Magic', 'Fantasy', 'Shounen']","Aug 26, 2009 to Aug 25, 2010",4.0,8.09,"Aug 26, 2009","Aug 25, 2010"
31173,"['Drama', 'Romance', 'Fantasy', 'Shoujo']","Jan 12, 2016 to Mar 29, 2016",12.0,8.09,"Jan 12, 2016","Mar 29, 2016"
14813,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'School']","Apr 5, 2013 to Jun 28, 2013",13.0,8.1,"Apr 5, 2013","Jun 28, 2013"
32615,"['Action', 'Military', 'Magic']","Jan 6, 2017 to Mar 31, 2017",12.0,8.1,"Jan 6, 2017","Mar 31, 2017"
16049,"['Action', 'Sci-Fi', 'Super Power']","Apr 12, 2013 to Sep 27, 2013",24.0,8.1,"Apr 12, 2013","Sep 27, 2013"
35790,"['Action', 'Adventure', 'Drama', 'Fantasy']","Jan 9, 2019 to Jun 26, 2019",25.0,8.1,"Jan 9, 2019","Jun 26, 2019"
2150,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Slice of Life']","Apr 12, 1990 to Oct 3, 1991",78.0,8.1,"Apr 12, 1990","Oct 3, 1991"
535,"['Adventure', 'Comedy', 'Demons', 'Magic', 'Fantasy']","Apr 5, 1996 to Sep 27, 1996",26.0,8.1,"Apr 5, 1996","Sep 27, 1996"
6171,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power', 'Supernatural']","Jun 24, 2009 to Apr 21, 2010",13.0,8.1,"Jun 24, 2009","Apr 21, 2010"
30015,"['Slice of Life', 'Romance', 'School']","Jul 2, 2016 to Sep 24, 2016",13.0,8.1,"Jul 2, 2016","Sep 24, 2016"
31174,"['Comedy', 'Parody']","Oct 6, 2015 to Mar 29, 2016",25.0,8.1,"Oct 6, 2015","Mar 29, 2016"
20507,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']","Jan 5, 2014 to Mar 23, 2014",12.0,8.1,"Jan 5, 2014","Mar 23, 2014"
851,"['Comedy', 'Shounen']","Dec 11, 1992 to Dec 21, 1997",10.0,8.1,"Dec 11, 1992","Dec 21, 1997"
12031,"['Action', 'Historical', 'Military', 'Seinen']","Jun 4, 2012 to Feb 25, 2013",38.0,8.1,"Jun 4, 2012","Feb 25, 2013"
153,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']","Apr 9, 2002 to Aug 30, 2003",45.0,8.1,"Apr 9, 2002","Aug 30, 2003"
9963,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']","Apr 16, 2011",1.0,8.1,"Apr 16, 2011",
889,"['Action', 'Seinen']","Apr 9, 2006 to Jun 25, 2006",12.0,8.1,"Apr 9, 2006","Jun 25, 2006"
21469,"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']","Aug 8, 2014",1.0,8.11,"Aug 8, 2014",
12477,"['Adventure', 'Sci-Fi']","Nov 9, 2013",1.0,8.11,"Nov 9, 2013",
14713,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']","Oct 2, 2012 to Dec 25, 2012",13.0,8.11,"Oct 2, 2012","Dec 25, 2012"
16,"['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']","Apr 15, 2005 to Sep 27, 2005",24.0,8.11,"Apr 15, 2005","Sep 27, 2005"
589,"['Action', 'Adventure', 'Drama', 'Shounen']","Apr 7, 1986 to Aug 22, 1986",21.0,8.11,"Apr 7, 1986","Aug 22, 1986"
7465,"['Sci-Fi', 'Slice of Life']","Mar 6, 2010",1.0,8.11,"Mar 6, 2010",
