uid,genre,aired,episodes,score,start,end
30870,"['Action', 'Horror', 'Mystery', 'Seinen', 'Supernatural']","Sep 23, 2016",1.0,7.4,"Sep 23, 2016",
2047,['Fantasy'],"Sep 21, 1964",1.0,6.46,"Sep 21, 1964",
36848,"['Harem', 'Comedy', 'Romance', 'School']","Dec 21, 2017 to Apr 5, 2018",15.0,7.4,"Dec 21, 2017","Apr 5, 2018"
4314,"['Comedy', 'Kids']","Jun 17, 2005 to Dec 23, 2005",16.0,6.46,"Jun 17, 2005","Dec 23, 2005"
32481,['Music'],"Dec 31, 2015",1.0,6.46,"Dec 31, 2015",
32572,"['Historical', 'Parody', 'Kids', 'Samurai']","Apr 6, 2016 to Feb 22, 2017",32.0,6.46,"Apr 6, 2016","Feb 22, 2017"
5600,"['Kids', 'Adventure', 'Historical']","Feb 6, 1984 to Mar 12, 1984",26.0,6.46,"Feb 6, 1984","Mar 12, 1984"
4640,"['Sci-Fi', 'Comedy', 'Psychological', 'Drama']","Mar 19, 1990",1.0,6.46,"Mar 19, 1990",
1292,"['Action', 'Adventure', 'Samurai']","May 3, 2007 to May 4, 2007",5.0,7.4,"May 3, 2007","May 4, 2007"
6261,"['Kids', 'Adventure', 'Comedy', 'Drama']","Oct 6, 1979 to Apr 5, 1980",26.0,6.46,"Oct 6, 1979","Apr 5, 1980"
27721,"['Fantasy', 'Kids']","Oct 13, 2001 to Apr 6, 2002",26.0,6.46,"Oct 13, 2001","Apr 6, 2002"
30524,"['Horror', 'Mystery', 'Supernatural', 'Thriller']","Oct 2, 2015 to Dec 25, 2015",13.0,6.46,"Oct 2, 2015","Dec 25, 2015"
12661,['Music'],"Jul 27, 2011",1.0,6.46,"Jul 27, 2011",
36782,"['Sci-Fi', 'Music']","Jun 15, 2017 to Nov 30, 2017",5.0,6.46,"Jun 15, 2017","Nov 30, 2017"
3100,"['Action', 'Parody']","Jan 23, 1993",1.0,6.46,"Jan 23, 1993",
6375,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']","Oct 7, 1979 to Aug 31, 1980",48.0,6.46,"Oct 7, 1979","Aug 31, 1980"
22049,"['Action', 'Music', 'Sci-Fi']","May 7, 2012",1.0,6.46,"May 7, 2012",
20381,"['Adventure', 'Shounen']","Jul 31, 1966",1.0,6.46,"Jul 31, 1966",
19367,"['Action', 'Sci-Fi', 'Adventure']","Oct 11, 2013 to Dec 20, 2013",11.0,6.46,"Oct 11, 2013","Dec 20, 2013"
2769,"['Action', 'Adventure', 'Sci-Fi']","Oct 6, 1984 to Mar 30, 1985",25.0,6.46,"Oct 6, 1984","Mar 30, 1985"
6472,['Horror'],"Aug 15, 1994 to Dec 29, 1995",35.0,6.46,"Aug 15, 1994","Dec 29, 1995"
30531,"['Comedy', 'Parody', 'School', 'Shounen Ai']","Aug 28, 2015",1.0,6.46,"Aug 28, 2015",
13455,['Comedy'],"Apr 3, 2012 to Feb 26, 2013",32.0,6.23,"Apr 3, 2012","Feb 26, 2013"
18967,"['Comedy', 'Historical', 'Sci-Fi']","Apr 1, 1988",1.0,6.48,"Apr 1, 1988",
35149,"['Drama', 'Kids']",Not available,1.0,5.79,Not available,
35099,"['Drama', 'Kids']",2016,1.0,6.35,2016,
19717,"['Action', 'Comedy']","Jun 25, 1992",1.0,5.52,"Jun 25, 1992",
38136,"['Sci-Fi', 'Super Power', 'Kids']","Jun 10, 2015 to Aug, 2015",52.0,4.86,"Jun 10, 2015","Aug, 2015"
38137,"['Sci-Fi', 'Super Power', 'Kids']","Jul 10, 2015",1.0,4.68,"Jul 10, 2015",
38120,"['Sci-Fi', 'Sports', 'Super Power', 'Kids', 'School']","May, 2008 to 2008",40.0,3.88,"May, 2008",2008
38134,"['Sci-Fi', 'Super Power', 'Kids', 'Magic']","Jan 7, 2017",1.0,4.71,"Jan 7, 2017",
38127,"['Sci-Fi', 'Super Power', 'Kids']","Sep 18, 2015 to Dec, 2015",52.0,4.64,"Sep 18, 2015","Dec, 2015"
38118,"['Sci-Fi', 'Super Power', 'Kids', 'Martial Arts']","Jul, 2006 to 2006",20.0,4.27,"Jul, 2006",2006
38129,"['Sci-Fi', 'Super Power', 'Kids']","Oct 28, 2016 to Dec 29, 2016",52.0,4.5600000000000005,"Oct 28, 2016","Dec 29, 2016"
39798,"['Sci-Fi', 'Historical', 'Super Power', 'Kids']","Apr 29, 2019 to Aug 27, 2019",52.0,5.33,"Apr 29, 2019","Aug 27, 2019"
38123,"['Sci-Fi', 'Super Power', 'Kids']","Sep, 2012 to ?",52.0,4.42,"Sep, 2012",?
38119,"['Sci-Fi', 'Historical', 'Sports', 'Super Power', 'Kids']","Jul, 2007 to 2007",20.0,4.17,"Jul, 2007",2007
38128,"['Kids', 'Sci-Fi', 'Super Power']","Apr 29, 2016 to Aug 24, 2016",52.0,4.22,"Apr 29, 2016","Aug 24, 2016"
38140,"['Sci-Fi', 'Adventure', 'Super Power', 'Kids']","Mar 30, 2018 to May 4, 2018",26.0,3.9,"Mar 30, 2018","May 4, 2018"
38122,"['Sci-Fi', 'Super Power', 'Kids', 'Fantasy']","Sep, 2010 to ?",52.0,4.69,"Sep, 2010",?
38135,"['Sci-Fi', 'Adventure', 'Super Power', 'Kids']","Dec 29, 2016 to Jan 4, 2017",26.0,4.45,"Dec 29, 2016","Jan 4, 2017"
38117,"['Sci-Fi', 'Super Power', 'Kids']",2005,4.0,3.79,2005,
38131,"['Sci-Fi', 'Super Power', 'Kids']","May 27, 2017 to Dec 28, 2017",124.0,4.3,"May 27, 2017","Dec 28, 2017"
40182,"['Action', 'Adventure', 'Fantasy', 'Kids', 'Sci-Fi', 'Super Power']","Jul 5, 2019",1.0,5.0,"Jul 5, 2019",
38125,"['Sci-Fi', 'Super Power', 'Kids', 'Martial Arts']","Aug 10, 2014 to ?",52.0,4.54,"Aug 10, 2014",?
38124,"['Sci-Fi', 'Super Power', 'Kids']","Dec, 2013 to ?",52.0,4.88,"Dec, 2013",?
37046,"['Comedy', 'Parody']","Dec 23, 2017",1.0,6.46,"Dec 23, 2017",
9903,['Kids'],2000,15.0,5.85,2000,
2252,"['Action', 'Horror', 'Demons', 'Supernatural']","Jul 8, 1972 to Apr 7, 1973",39.0,6.46,"Jul 8, 1972","Apr 7, 1973"
31157,"['Music', 'Comedy']","Oct 8, 2016 to Apr 1, 2017",25.0,6.46,"Oct 8, 2016","Apr 1, 2017"
36429,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Mecha']","Oct 4, 2014 to Nov, 2014",52.0,6.71,"Oct 4, 2014","Nov, 2014"
4975,"['Harem', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']","Oct 9, 2008 to Dec 25, 2008",12.0,6.46,"Oct 9, 2008","Dec 25, 2008"
21677,"['Action', 'Mecha', 'Romance', 'Sci-Fi', 'Space']","Apr 6, 2014 to Sep 21, 2014",25.0,6.46,"Apr 6, 2014","Sep 21, 2014"
36427,"['Action', 'Kids', 'Shounen']","Sep 3, 2015 to Oct 12, 2015",40.0,5.91,"Sep 3, 2015","Oct 12, 2015"
2702,"['Game', 'Adventure', 'Kids']","Jan 4, 1999 to Sep 27, 1999",18.0,6.46,"Jan 4, 1999","Sep 27, 1999"
5337,"['Game', 'Adventure', 'Fantasy', 'Shounen']","Apr 12, 2009 to May 9, 2010",52.0,6.46,"Apr 12, 2009","May 9, 2010"
36423,"['Action', 'Kids', 'Shounen']","Aug 23, 2012 to Aug 18, 2013",52.0,6.19,"Aug 23, 2012","Aug 18, 2013"
38328,"['Action', 'Military', 'Historical']","Oct 3, 2019 to Mar 20, 2020",12.0,6.45,"Oct 3, 2019","Mar 20, 2020"
23315,"['Comedy', 'Kids']","Dec 30, 2003",1.0,6.23,"Dec 30, 2003",
22709,"['Comedy', 'Kids']","Apr, 2005 to Mar, 2006",19.0,6.07,"Apr, 2005","Mar, 2006"
22249,"['Kids', 'Adventure']",2013,1.0,6.47,2013,
23313,"['Comedy', 'Kids']","Oct, 2003 to Mar, 2004",33.0,5.29,"Oct, 2003","Mar, 2004"
5234,"['Comedy', 'Ecchi']","Oct 4, 2008 to Dec 27, 2008",13.0,5.77,"Oct 4, 2008","Dec 27, 2008"
4533,"['Comedy', 'Fantasy', 'Sci-Fi']","Dec 21, 1988",1.0,6.47,"Dec 21, 1988",
38126,"['Sci-Fi', 'Super Power', 'Kids']","Jan 27, 2015 to Mar 27, 2015",52.0,4.58,"Jan 27, 2015","Mar 27, 2015"
1900,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']","Sep 21, 1996 to Nov 21, 1996",3.0,6.47,"Sep 21, 1996","Nov 21, 1996"
5917,['Drama'],"Jul 17, 1993",1.0,6.47,"Jul 17, 1993",
32684,"['Comedy', 'School', 'Shoujo', 'Shounen Ai', 'Slice of Life']","Sep 23, 2005",1.0,6.47,"Sep 23, 2005",
33247,"['Romance', 'School', 'Shoujo']","May 10, 2016 to May 24, 2016",3.0,6.47,"May 10, 2016","May 24, 2016"
22361,"['Adventure', 'Comedy', 'Magic']","Oct 2, 2002",1.0,6.47,"Oct 2, 2002",
10987,"['Comedy', 'Kids']","Apr 4, 2004 to Mar 27, 2005",51.0,6.13,"Apr 4, 2004","Mar 27, 2005"
38132,"['Sci-Fi', 'Super Power', 'Kids']","Jun 28, 2012",1.0,4.36,"Jun 28, 2012",
38138,"['Sci-Fi', 'Sports', 'Super Power', 'Kids']","May 18, 2018 to Mar 28, 2019",104.0,5.35,"May 18, 2018","Mar 28, 2019"
2686,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Oct 20, 1963 to May 27, 1965",96.0,6.47,"Oct 20, 1963","May 27, 1965"
38133,"['Sci-Fi', 'Super Power', 'Kids']","May 31, 2014",1.0,4.2,"May 31, 2014",
32733,"['Comedy', 'Slice of Life']","Oct 19, 2015 to Oct 23, 2015",5.0,4.62,"Oct 19, 2015","Oct 23, 2015"
11093,"['Adventure', 'Music', 'Mystery']","Jul 12, 1991",1.0,5.96,"Jul 12, 1991",
15961,"['Action', 'Cars', 'Comedy', 'School', 'Seinen']","Feb 6, 1991 to Jul 17, 1992",4.0,6.47,"Feb 6, 1991","Jul 17, 1992"
12611,"['Fantasy', 'Parody', 'Samurai']","Apr 6, 2012 to Sep 28, 2012",26.0,6.47,"Apr 6, 2012","Sep 28, 2012"
683,"['Comedy', 'Fantasy', 'Magic', 'Romance']","Mar 25, 2002 to Jul 25, 2002",2.0,6.47,"Mar 25, 2002","Jul 25, 2002"
29611,"['Kids', 'Adventure', 'Comedy', 'Super Power']","Mar 6, 2004",1.0,6.47,"Mar 6, 2004",
13283,['Slice of Life'],"Aug 5, 2012 to Oct 7, 2012",4.0,6.47,"Aug 5, 2012","Oct 7, 2012"
3810,"['Adventure', 'Fantasy', 'Comedy']","Jan 7, 1980 to Jun 30, 1980",26.0,6.47,"Jan 7, 1980","Jun 30, 1980"
9395,"['Adventure', 'Kids']","Oct 4, 2010 to Oct 29, 2010",20.0,6.47,"Oct 4, 2010","Oct 29, 2010"
2367,"['Comedy', 'Ecchi', 'Magic', 'School']","Jul 9, 2007 to Sep 24, 2007",12.0,6.47,"Jul 9, 2007","Sep 24, 2007"
33369,['Music'],"Oct 7, 2015",1.0,6.47,"Oct 7, 2015",
3180,"['Comedy', 'Fantasy', 'Kids']","Oct 10, 1983 to Dec 22, 1983",52.0,6.47,"Oct 10, 1983","Dec 22, 1983"
25053,"['Comedy', 'Shounen']","Feb 9, 1989",1.0,6.47,"Feb 9, 1989",
31156,"['Action', 'Drama', 'Magic', 'Fantasy', 'School']","Mar 9, 2016",1.0,6.47,"Mar 9, 2016",
9333,"['Comedy', 'Romance']","Nov 27, 2010",1.0,6.47,"Nov 27, 2010",
33244,"['Comedy', 'Supernatural']","Oct 5, 2016 to Dec 21, 2016",12.0,6.47,"Oct 5, 2016","Dec 21, 2016"
2074,"['Adventure', 'Fantasy', 'Comedy']","Mar 6, 1997 to Sep 25, 1997",30.0,6.47,"Mar 6, 1997","Sep 25, 1997"
1793,"['Action', 'Dementia', 'Drama', 'Sci-Fi']","Dec 22, 1990",1.0,6.47,"Dec 22, 1990",
13137,"['Comedy', 'Ecchi']","Feb 24, 2012",1.0,6.47,"Feb 24, 2012",
50,"['Comedy', 'Supernatural', 'Magic', 'Romance', 'Seinen']","Jan 7, 2005 to Jul 8, 2005",24.0,7.4,"Jan 7, 2005","Jul 8, 2005"
8481,"['Drama', 'Romance', 'School']","Jun 25, 2010 to Dec 24, 2010",3.0,7.4,"Jun 25, 2010","Dec 24, 2010"
8115,"['Adventure', 'Space', 'Fantasy']","Feb 18, 2010",1.0,7.41,"Feb 18, 2010",
9611,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']","Feb 23, 2011 to Aug 23, 2013",3.0,7.4,"Feb 23, 2011","Aug 23, 2013"
764,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen', 'Sports']","Jan 6, 2001 to Jun 30, 2001",26.0,7.41,"Jan 6, 2001","Jun 30, 2001"
30911,"['Action', 'Adventure', 'Magic', 'Fantasy']","Jul 10, 2016 to Sep 25, 2016",12.0,7.41,"Jul 10, 2016","Sep 25, 2016"
2820,"['Action', 'Kids', 'Adventure', 'Comedy']","Oct 19, 1989 to Aug 26, 1990",39.0,7.41,"Oct 19, 1989","Aug 26, 1990"
23319,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']","Sep 27, 2014 to Apr 4, 2015",2.0,7.41,"Sep 27, 2014","Apr 4, 2015"
198,"['Action', 'Mystery', 'Super Power']","Apr 8, 2005 to Sep 30, 2005",24.0,7.41,"Apr 8, 2005","Sep 30, 2005"
1081,"['Action', 'Adventure', 'Space', 'Drama', 'Sci-Fi', 'Seinen']","Dec 21, 2002 to Dec 21, 2003",13.0,7.41,"Dec 21, 2002","Dec 21, 2003"
15751,"['Action', 'Comedy', 'Parody', 'Fantasy', 'Shounen']","Jan 9, 2013 to Apr 3, 2013",13.0,7.41,"Jan 9, 2013","Apr 3, 2013"
5909,"['Harem', 'Comedy', 'Parody', 'School']","Oct 3, 2009 to Dec 19, 2009",12.0,7.41,"Oct 3, 2009","Dec 19, 2009"
5984,"['Drama', 'Josei', 'Romance', 'Slice of Life']","Apr 9, 2009 to Jun 25, 2009",11.0,7.41,"Apr 9, 2009","Jun 25, 2009"
38254,"['Drama', 'Slice of Life']","Oct 9, 2018 to Oct 30, 2018",4.0,6.47,"Oct 9, 2018","Oct 30, 2018"
30721,"['Comedy', 'Sci-Fi']","Oct 2, 2015 to Dec 25, 2015",13.0,6.47,"Oct 2, 2015","Dec 25, 2015"
1905,"['Fantasy', 'Magic', 'Romance', 'Supernatural', 'Historical', 'Shoujo']","Sep 23, 2005 to Apr 16, 2006",8.0,6.47,"Sep 23, 2005","Apr 16, 2006"
31630,"['Comedy', 'Drama', 'Mystery', 'Police']","Apr 2, 2016 to Sep 24, 2016",24.0,6.47,"Apr 2, 2016","Sep 24, 2016"
17651,['Magic'],"Jul 6, 2013 to Sep 28, 2013",13.0,6.47,"Jul 6, 2013","Sep 28, 2013"
1600,"['Sci-Fi', 'Comedy']","Oct 2, 2006 to Dec 25, 2006",13.0,6.47,"Oct 2, 2006","Dec 25, 2006"
2062,"['Action', 'Military', 'Sci-Fi', 'Space']","Nov 2, 1988",1.0,6.47,"Nov 2, 1988",
34427,"['Action', 'Sci-Fi', 'Slice of Life', 'Mecha']","Apr 4, 2017 to Jun 20, 2017",12.0,6.47,"Apr 4, 2017","Jun 20, 2017"
38788,"['Mystery', 'Comedy', 'Police']","Oct 3, 2018",1.0,6.47,"Oct 3, 2018",
31050,"['Action', 'Sci-Fi', 'Super Power', 'Demons', 'Supernatural', 'Shounen']","Nov 11, 2015",3.0,6.47,"Nov 11, 2015",
7336,"['Action', 'Sci-Fi', 'Space']","Dec 20, 1980",1.0,6.47,"Dec 20, 1980",
31530,"['Sci-Fi', 'School']","Dec 23, 2015",1.0,6.47,"Dec 23, 2015",
17893,"['Sports', 'Comedy', 'School', 'Drama']",1988 to 1989,13.0,6.47,1988,1989
13169,"['Adventure', 'Comedy', 'Fantasy', 'Historical']","Mar 5, 2012",1.0,6.47,"Mar 5, 2012",
4667,"['Adventure', 'Fantasy', 'Game', 'Kids']","Jan 10, 2005 to Dec 26, 2005",51.0,6.47,"Jan 10, 2005","Dec 26, 2005"
9795,"['Comedy', 'Super Power']","Dec 6, 2003",1.0,6.46,"Dec 6, 2003",
5849,"['Action', 'Comedy', 'Supernatural', 'Shounen']","Jan 4, 2009",1.0,6.48,"Jan 4, 2009",
943,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']","Apr 9, 2006 to Jun 25, 2006",12.0,6.48,"Apr 9, 2006","Jun 25, 2006"
1107,"['Action', 'Adventure', 'Demons', 'Drama', 'Horror', 'Super Power']","Apr 25, 1987",1.0,6.48,"Apr 25, 1987",
5022,"['Action', 'Mecha', 'Sci-Fi']","Oct 7, 1979 to Feb 22, 1981",73.0,6.48,"Oct 7, 1979","Feb 22, 1981"
30218,"['Comedy', 'Music']","Feb 28, 2015",1.0,6.48,"Feb 28, 2015",
28861,"['Slice of Life', 'Comedy', 'Shounen']","Apr 7, 2015 to Jun 23, 2015",12.0,6.48,"Apr 7, 2015","Jun 23, 2015"
817,"['Comedy', 'Military', 'Romance', 'Sci-Fi']","Jan 8, 2006 to Apr 2, 2006",13.0,6.48,"Jan 8, 2006","Apr 2, 2006"
32993,"['Slice of Life', 'Comedy']","Mar 23, 2016",1.0,6.48,"Mar 23, 2016",
36468,"['Comedy', 'Parody', 'School']","Oct 6, 2017 to Dec 22, 2017",12.0,6.48,"Oct 6, 2017","Dec 22, 2017"
17345,['Ecchi'],"Mar 27, 2013 to Aug 28, 2013",6.0,6.48,"Mar 27, 2013","Aug 28, 2013"
9202,"['Action', 'Super Power', 'Supernatural', 'Ecchi', 'Seinen']","Oct 20, 2010",1.0,6.48,"Oct 20, 2010",
238,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power']","Jul 19, 1997 to Jul 10, 1998",42.0,7.41,"Jul 19, 1997","Jul 10, 1998"
14267,"['Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']","Jun 9, 2012",1.0,7.41,"Jun 9, 2012",
770,"['Drama', 'Sci-Fi']","Dec 10, 2005",1.0,7.41,"Dec 10, 2005",
11179,"['Comedy', 'Romance', 'Slice of Life']","Jan 11, 2012 to Mar 28, 2012",12.0,7.41,"Jan 11, 2012","Mar 28, 2012"
19369,"['Harem', 'Comedy', 'Parody', 'Fantasy']","Oct 4, 2013 to Dec 20, 2013",12.0,7.41,"Oct 4, 2013","Dec 20, 2013"
38855,['Music'],"Aug 5, 2015",1.0,4.66,"Aug 5, 2015",
35026,"['Kids', 'Drama']",Not available,2.0,5.44,Not available,
22197,"['Kids', 'Sports']","May 31, 2014",1.0,5.82,"May 31, 2014",
40238,['Historical'],"Aug 23, 2019",1.0,6.13,"Aug 23, 2019",
30016,"['Action', 'Comedy', 'Drama']","Oct 5, 2016 to Dec 28, 2016",13.0,7.41,"Oct 5, 2016","Dec 28, 2016"
26113,"['Drama', 'Kids']",2004,1.0,6.07,2004,
1655,"['Comedy', 'Music']","Jan 9, 2006 to Mar 27, 2006",12.0,7.41,"Jan 9, 2006","Mar 27, 2006"
17505,"['Action', 'Historical', 'Super Power', 'Ecchi', 'Martial Arts', 'Samurai', 'Fantasy', 'Shounen']","Apr 8, 2013 to Sep 30, 2013",26.0,7.41,"Apr 8, 2013","Sep 30, 2013"
1064,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']","Sep 25, 2001 to Sep 20, 2002",7.0,7.41,"Sep 25, 2001","Sep 20, 2002"
10110,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']","Jul 8, 2011 to Sep 30, 2011",13.0,7.41,"Jul 8, 2011","Sep 30, 2011"
34692,['Slice of Life'],"Sep 7, 2005",4.0,5.26,"Sep 7, 2005",
16353,"['Comedy', 'Romance', 'School']","Jul 5, 2013 to Sep 27, 2013",13.0,7.41,"Jul 5, 2013","Sep 27, 2013"
1590,"['Action', 'Adventure', 'Fantasy', 'Comedy']","Apr 4, 2004 to Mar 27, 2005",50.0,7.41,"Apr 4, 2004","Mar 27, 2005"
33520,"['Action', 'Horror', 'Supernatural', 'Drama', 'Fantasy']","Jan 7, 2017",1.0,7.41,"Jan 7, 2017",
10298,"['Comedy', 'School', 'Shoujo']","Jul 24, 2010",1.0,7.41,"Jul 24, 2010",
33248,"['Action', 'Super Power', 'Supernatural', 'Drama']","Jul 7, 2018",1.0,7.41,"Jul 7, 2018",
1999,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']","Dec 18, 2002",1.0,6.48,"Dec 18, 2002",
34927,"['Slice of Life', 'Magic', 'Fantasy']","Apr 7, 2017 to Mar 30, 2018",51.0,6.48,"Apr 7, 2017","Mar 30, 2018"
8709,"['Adventure', 'Comedy', 'Fantasy', 'Kids']","Aug 1, 2008",1.0,6.48,"Aug 1, 2008",
18845,['Comedy'],"May 13, 2012 to Feb 16, 2015",52.0,6.48,"May 13, 2012","Feb 16, 2015"
3465,"['Drama', 'Historical', 'Military']","Sep 9, 2005",1.0,6.48,"Sep 9, 2005",
33012,"['Sci-Fi', 'Drama']","Jul 1, 2018 to Sep 16, 2018",12.0,6.48,"Jul 1, 2018","Sep 16, 2018"
5225,"['Action', 'Comedy', 'Seinen']",1969,1.0,6.48,1969,
6374,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']","Oct 1, 1978 to Sep 30, 1979",52.0,6.48,"Oct 1, 1978","Sep 30, 1979"
1570,"['Comedy', 'Harem', 'Magic', 'Romance', 'School']","Oct 6, 2006 to Dec 22, 2006",12.0,6.48,"Oct 6, 2006","Dec 22, 2006"
2071,"['Drama', 'Romance', 'Shoujo']","Mar 8, 1997",1.0,6.48,"Mar 8, 1997",
1159,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']","Jul 26, 2000 to Mar 23, 2001",4.0,6.48,"Jul 26, 2000","Mar 23, 2001"
3154,"['Action', 'Adventure', 'Martial Arts', 'Sci-Fi', 'Shounen', 'Super Power']","Oct 1, 1994 to Apr 1, 1995",3.0,6.48,"Oct 1, 1994","Apr 1, 1995"
31561,"['Action', 'Drama', 'Seinen']","Sep 6, 2015",1.0,6.48,"Sep 6, 2015",
17147,"['Comedy', 'School']","Jan 16, 2013 to Sep 25, 2013",25.0,6.48,"Jan 16, 2013","Sep 25, 2013"
2647,"['Kids', 'Fantasy']","Mar 11, 1989",1.0,6.48,"Mar 11, 1989",
1794,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Police']","Dec 20, 1985",1.0,6.48,"Dec 20, 1985",
31683,"['Slice of Life', 'Comedy']","Sep 18, 2015",1.0,6.48,"Sep 18, 2015",
2564,"['Comedy', 'Romance', 'School', 'Sci-Fi', 'Slice of Life']","Jul 4, 2007 to Sep 19, 2007",12.0,6.48,"Jul 4, 2007","Sep 19, 2007"
38767,"['Slice of Life', 'Comedy']","Apr 2, 2019 to Jun 25, 2019",13.0,6.48,"Apr 2, 2019","Jun 25, 2019"
14989,"['Action', 'Cars', 'Mecha', 'Shounen']","Oct 2, 2012 to Sep 24, 2013",51.0,6.48,"Oct 2, 2012","Sep 24, 2013"
5353,"['Comedy', 'Ecchi', 'School', 'Seinen']","Feb, 1992 to Feb, 1996",6.0,6.48,"Feb, 1992","Feb, 1996"
6093,"['Comedy', 'Historical', 'Shoujo']","Oct 5, 1986 to Sep 27, 1987",51.0,6.48,"Oct 5, 1986","Sep 27, 1987"
3812,"['Kids', 'Adventure']","Oct 19, 1985 to Apr 26, 1986",26.0,6.49,"Oct 19, 1985","Apr 26, 1986"
5454,"['Comedy', 'Magic']","Jul 12, 2009 to Sep 27, 2009",12.0,6.49,"Jul 12, 2009","Sep 27, 2009"
2699,"['Action', 'Comedy', 'Sci-Fi']","Jan 5, 1999 to Mar 30, 1999",13.0,6.49,"Jan 5, 1999","Mar 30, 1999"
38549,"['Adventure', 'Comedy']","Apr 6, 2018 to Sep 14, 2018",24.0,6.49,"Apr 6, 2018","Sep 14, 2018"
6730,['Kids'],"Jun 5, 1982 to Apr 2, 1983",42.0,6.49,"Jun 5, 1982","Apr 2, 1983"
31055,"['Music', 'Slice of Life', 'School', 'Shoujo']","Oct 24, 2015",1.0,6.49,"Oct 24, 2015",
685,"['Drama', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Slice of Life']","Oct 2, 2004 to Dec 25, 2004",13.0,6.49,"Oct 2, 2004","Dec 25, 2004"
6468,"['Slice of Life', 'Comedy']","Sep 25, 1971 to Jun 24, 1972",40.0,6.49,"Sep 25, 1971","Jun 24, 1972"
836,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']","Apr 4, 2001 to Sep 26, 2001",26.0,6.49,"Apr 4, 2001","Sep 26, 2001"
35122,"['Action', 'Fantasy', 'Shounen']","Apr 10, 2017",1.0,6.49,"Apr 10, 2017",
18549,"['Comedy', 'Historical']","Dec 7, 2011",5.0,6.49,"Dec 7, 2011",
3819,"['Music', 'Drama']","Apr 8, 1971 to Sep 30, 1971",26.0,6.49,"Apr 8, 1971","Sep 30, 1971"
19799,"['Comedy', 'Mecha', 'Parody']","Jan 4, 2014 to Mar 2, 2014",3.0,6.49,"Jan 4, 2014","Mar 2, 2014"
23,"['Action', 'Shounen', 'Sports']","Oct 6, 2004 to Dec 15, 2004",12.0,6.49,"Oct 6, 2004","Dec 15, 2004"
10917,"['Adventure', 'Comedy', 'Fantasy', 'Kids']","Dec 22, 2000",3.0,6.49,"Dec 22, 2000",
16680,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']","Jul 13, 2013",1.0,6.49,"Jul 13, 2013",
37598,"['Action', 'Supernatural', 'Vampire']","Jul 10, 2018 to Sep 25, 2018",12.0,6.49,"Jul 10, 2018","Sep 25, 2018"
920,"['Comedy', 'Magic', 'Parody']","Jun 6, 2003",1.0,6.49,"Jun 6, 2003",
33238,['Drama'],"Jul 25, 2012",1.0,6.49,"Jul 25, 2012",
36246,"['Action', 'Fantasy', 'Game']","Oct 7, 2017 to Jan 6, 2018",13.0,6.49,"Oct 7, 2017","Jan 6, 2018"
16331,"['Action', 'Cars', 'Sci-Fi']","Nov 17, 2012",1.0,6.49,"Nov 17, 2012",
34734,"['Sports', 'School', 'Shounen']","May 15, 2017",1.0,6.49,"May 15, 2017",
9817,['Comedy'],"Dec 15, 2001",1.0,6.49,"Dec 15, 2001",
10361,"['Comedy', 'Slice of Life']","Feb 3, 2011",1.0,6.49,"Feb 3, 2011",
31598,"['Action', 'Fantasy', 'Shounen']","Oct 15, 2016",1.0,6.49,"Oct 15, 2016",
31866,"['Action', 'Adventure', 'Sci-Fi']","Feb 6, 2016",1.0,6.49,"Feb 6, 2016",
3280,"['Action', 'Comedy', 'Sports', 'Shounen']","Jul 4, 1984",1.0,6.49,"Jul 4, 1984",
32682,"['Mystery', 'Horror', 'Supernatural', 'Thriller']","Apr 1, 2016 to Jun 24, 2016",13.0,6.49,"Apr 1, 2016","Jun 24, 2016"
20469,"['Drama', 'Historical']","Jun 23, 2012",1.0,6.49,"Jun 23, 2012",
8839,"['Adventure', 'Space', 'Mecha']","Aug 10, 2001",1.0,6.49,"Aug 10, 2001",
8538,"['Comedy', 'Romance', 'School', 'Shoujo']","Apr 3, 2010 to Apr 10, 2011",51.0,6.49,"Apr 3, 2010","Apr 10, 2011"
7112,"['Drama', 'Fantasy', 'Mystery']","Jun 17, 2006",1.0,6.49,"Jun 17, 2006",
